# id    ra            dec          id_3DHST   ra_3DHST     dec_3DHST   z_IR     ez_IR    Mstar           xfAGN      xeAGN      SFR        eSFR       sSFR       SNR_IR   goodArea   m1400                m1700                S1400                   S1700                  
  7643  188.9923401   62.2573395   23539      188.992423   62.257322   2.28     0.295    1.26500004E10   2.416      2.416      70.78      31.46      5.597      2.25     0          24.550596450553464   24.389369065068816   5.492390658376044E-7    6.371656783685207E-7   
  7645  189.0105438   62.2576561   23639      189.010382   62.257693   2.841    0.0745   4.187E10        16.02      16.02      42.72      38.44      1.02       1.559    0          24.932921480831943   24.589259164171125   3.8621701923240394E-7   5.30024975177588E-7    
  7646  189.0086212   62.2573433   23624      189.008627   62.257392   1.137    0.1898   6.1939999E10    1.012      1.012      3.839      19.19      0.06198    0.2      0          28.67539148751218    28.08322448184435    1.2298252487796594E-8   2.1218281522512065E-8  
  7678  189.283844    62.2575607   23570      189.283792   62.257584   1.966    0.2385   1.23599995E10   29.45      29.45      87.26      30.24      7.061      6.274    1          25.956757218755655   25.582000838715913   1.504170657767084E-7    2.124220836632337E-7   
  7682  189.5177155   62.2571907   23548      189.517751   62.257176   1.91     0.262    1.62900001E11   13.07      13.07      134.6      66.54      0.8262     4.899    0          24.944300327367223   24.781043311199085   3.8219048360467317E-7   4.4420421536451143E-7  
  7683  189.5702667   62.2572136   -99        -99          -99         1.31     0.208    9.1609997E10    34.63      34.63      74.84      27.07      0.8169     6.652    0          -99                  -99                  -99                     -99                    
  7686  189.0654144   62.2573395   23506      189.065438   62.257364   2.026    0.26     9.3749996E9     8.036      8.036      17.65      16.7       1.883      1.057    1          27.955036052183512   27.708646687316133   2.3877319964645317E-8   2.9959966616709734E-8  
  7687  189.0955811   62.2573738   23499      189.095582   62.257407   2.592    -1.0     2.09899991E10   301.5      61.61      131.7      29.47      6.275      12.03    1          20.790955216779523   20.654781616509858   1.7523381390034342E-5   1.9864944381050484E-5  
  7698  189.1654816   62.2572937   23186      189.165441   62.257319   0.3766   -1.0     1.82799995E10   0.7344     0.7344     2.348      0.2023     0.1285     13.79    1          23.556922712449154   23.695638435660044   1.3716108599596054E-6   1.2071038241102684E-6  
  7700  189.2738037   62.2570763   23308      189.274148   62.256982   0.503    -1.0     3.80099994E9    0.1593     0.0671     0.6198     0.2426     0.163      2.555    1          24.163126969635183   24.086083499870043   7.847823231085557E-7    8.42493579919015E-7    
  7711  189.1013184   62.257       23543      189.101306   62.257037   0.6817   -1.0     1.18000005E10   0.8334     0.8334     9.04       0.759      0.766      11.91    1          27.436284747397252   26.621620652517997   3.8502249243211203E-8   8.153643876643588E-8   
  7716  189.5201874   62.2567482   23511      189.52015    62.256762   2.644    0.1335   2.52300001E11   8.166      8.166      276.0      75.53      1.094      3.654    0          27.343827085464365   27.209560272249128   4.1924622987755975E-8   4.744340942071602E-8   
  7723  189.1525574   62.2568359   23343      189.152504   62.256815   0.7431   -1.0     1.23E8          0.1018     0.1018     3.438      2.884      27.95      1.192    1          24.1594662571559     24.07583344621035    7.874327929085949E-7    8.504849279051638E-7   
  7733  188.9947357   62.2566185   23326      188.994701   62.256664   1.577    0.0375   2.56999987E9    0.09089    0.09089    10.52      24.3       4.093      0.433    0          25.760221549118697   25.58757874724483    1.8026498650570705E-7   2.113335756549427E-7   
  7739  189.3246918   62.2567749   23381      189.324683   62.256823   1.27     0.08     6.4860001E9     0.1805     0.1805     7.078      2.167      1.091      3.266    1          27.83206222533508    27.48394186873089    2.6740843967241918E-8   3.684879178165201E-8   
  7746  188.978241    62.256073    -99        -99          -99         4.03     0.453    3.104E10        60.64      13.44      239.2      118.7      7.706      2.016    0          -99                  -99                  -99                     -99                    
  7762  189.3348389   62.2565613   23104      189.334883   62.256554   0.9369   -1.0     6.6369999E10    0.1074     0.1074     2.992      0.9997     0.04508    2.993    1          27.58307981639184    26.990535024054438   3.36331909893158E-8     5.8047830167259656E-8  
  7780  189.1902924   62.2556801   23178      189.190263   62.255733   2.072    0.1325   7.7970002E9     3.183      3.183      36.61      20.09      4.695      2.048    1          25.56700629566663    25.25134888323891    2.153760867170857E-7    2.880450701511416E-7   
  7783  189.2667389   62.2564583   23346      189.266746   62.256471   0.3759   -1.0     1.148E9         0.02535    0.02535    0.437      0.1432     0.3807     3.052    1          24.640777121720433   24.32646867200474    5.054627447703691E-7    6.751690583644338E-7   
  7800  189.2619171   62.2561989   23344      189.26177    62.256256   2.481    -1.0     3.03399997E10   36.47      36.47      102.3      23.85      3.372      5.302    1          25.335082585762486   24.944217815211182   2.666655819722984E-7    3.822195298490568E-7   
  7803  189.3465424   62.2555962   23287      189.346519   62.255593   1.93     0.264    1.95900006E10   2.128      2.128      60.06      22.11      3.066      6.214    1          27.25824624597499    26.794940971894356   4.5362972166711984E-8   6.950621049869284E-8   
  7810  189.4778442   62.2556953   23242      189.477805   62.255606   0.456    -1.0     4.168E9         0.07919    0.03911    0.6224     0.4169     0.1493     1.493    1          27.761143924673277   27.713339673136176   2.854581390106912E-8    2.9830747137006375E-8  
  7818  189.2117004   62.2561455   23302      189.211703   62.25617    0.9352   0.1698   1.12699996E10   0.5383     0.5383     1.779      1.364      0.1578     1.304    1          26.806223359778077   26.160091487061603   6.878767902824359E-8    1.2472784108738909E-7  
  7838  189.0066833   62.255703    23269      189.006692   62.255749   1.174    0.1901   1.23599995E10   1.892      1.892      14.47      7.247      1.171      3.719    0          25.500265624754682   25.36921029431376    2.2903072620200454E-7   2.584139070208587E-7   
  7840  189.2549591   62.2557602   23210      189.254989   62.255749   1.807    -1.0     6.3380001E10    8.68       8.68       59.33      7.447      0.9361     7.967    1          24.98202862018229    24.633881412865215   3.691378275346113E-7    5.086832471164444E-7   
  7847  189.4658661   62.2556038   23304      189.46593    62.255609   1.414    -1.0     6.6369999E10    37.56      37.56      99.62      8.794      1.501      22.3     1          26.65858051578734    26.263396224294898   7.88075441065592E-8     1.1340743041677994E-7  
  7848  188.9528046   62.2554436   -99        -99          -99         0.885    -1.0     1.32400005E10   2.186      1.939      13.43      4.517      1.014      2.973    0          -99                  -99                  -99                     -99                    
  7865  189.5805206   62.2544212   -99        -99          -99         1.132    0.13     6.7910001E9     0.653      0.653      11.23      11.23      1.654      0.0      0          -99                  -99                  -99                     -99                    
  7867  189.0353241   62.2553444   23216      189.035342   62.255359   1.535    0.179    6.486E10        2.759      2.759      20.69      9.925      0.319      2.319    1          26.401589305662498   26.18378349421965    9.985372663109609E-8    1.2203561731104742E-7  
  7869  189.1059875   62.2554245   23096      189.106002   62.255453   0.6421   -1.0     3.88999987E9    0.08166    0.08166    2.169      0.6806     0.5576     3.187    1          23.581237198115392   23.436302153370526   1.3412357498950374E-6   1.532777577704772E-6   
  7878  189.5173645   62.2554436   23097      189.516914   62.255406   1.762    0.0945   4.365E8         0.4433     0.4433     28.67      28.67      65.69      0.0      0          25.56572217126079    25.439315969648227   2.1563096751155564E-7   2.4225548127003984E-7  
  7882  189.5748444   62.254921    -99        -99          -99         1.33     0.0      2.96499999E10   35.84      14.17      38.33      9.179      1.293      4.176    0          -99                  -99                  -99                     -99                    
  7883  189.5752563   62.2539444   -99        -99          -99         0.5711   -1.0     2.76700006E9    0.09889    0.09889    2.051      47.7       0.7413     0.043    0          -99                  -99                  -99                     -99                    
  7889  189.0127716   62.2552223   23078      189.012778   62.255262   1.485    0.164    5.0109998E9     0.04073    0.04073    12.55      12.55      2.504      0.0      0          25.29852045774231    25.12709483943339    2.757984473627373E-7    3.229699113204091E-7   
  7895  189.3582458   62.2552681   23200      189.35832    62.255267   0.8799   0.04     1.48600003E10   12.56      9.152      12.05      2.471      0.811      7.657    1          27.52627089201275    26.931125170989667   3.5439831082195105E-8   6.131262803602135E-8   
  7897  189.4261475   62.2551231   22526      189.4262     62.255112   0.0699   -1.0     1.23E9          0.09879    0.09879    0.225      0.02187    0.1829     73.82    1          21.163228105867763   21.05953836656486    1.2436803073508227E-5   1.3683104804414687E-5  
  7900  188.9661865   62.2551193   -99        -99          -99         0.201    0.2      0.0             0.01586    0.01586    0.2316     0.2316     -99.0      0.0      0          -99                  -99                  -99                     -99                    
  7907  189.3047485   62.2551041   23151      189.304741   62.255113   0.8785   -1.0     1.00499999E10   11.0       11.0       12.23      4.615      1.218      11.02    1          28.15119769448761    27.329748801938333   1.993062520116383E-8    4.2471781616339604E-8  
  7908  189.3607178   62.255043    22874      189.360711   62.255044   0.561    -1.0     2.76699996E10   1.031      1.031      8.449      0.6077     0.3054     13.9     1          23.43067157376015    23.3406322890273     1.54074714100764E-6     1.673967740874853E-6   
  7910  189.5550842   62.2546806   -99        -99          -99         2.72     0.335    4.4870001E9     4.526      4.526      49.63      40.03      11.06      2.12     0          -99                  -99                  -99                     -99                    
  7920  189.2762146   62.2550163   23082      189.276278   62.255023   0.8398   -1.0     5.248E9         2.014      2.014      6.95       1.073      1.324      6.478    1          22.808582251828867   22.707310678039804   2.732543594327532E-6    2.999685534707741E-6   
