#   SAVEDid        xf70        xe70       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160      xf1200      xe1200      xf1250      xe1250      xf2000      xe2000      xf2050      xe2050      xf10cm      xe10cm      xf20cm      xe20cm
#
442       1.356      0.4525       2.793       0.274       6.165      0.5165        7.19       1.851       5.413       2.104       2.708       1.245      0.6231      0.3263      0.2359      0.1263      0.2118      0.1136       0.186     0.09996     0.04142     0.02252     0.03827     0.02081     0.01078    0.002123     0.01877    0.003695
449       3.028      0.3075       6.217       0.049       8.882       0.167        5.56       0.187       2.732      0.1135       1.034      0.0462      0.2098      0.0097     0.07917    0.003745     0.07098    0.003445     0.06229     0.00302     0.01388     0.00067     0.01285     0.00062    0.009616    0.000267     0.01674    0.000465
450      0.1948     0.03325      0.3868      0.0519       1.214       0.368       3.491       0.671       5.098      0.6035       5.252       0.235       2.819      0.4745       1.389      0.2965       1.273      0.2787       1.143      0.2577      0.2783      0.0747      0.2571     0.06915    0.007656   0.0007045     0.01333     0.00123
451      0.1566      0.0521      0.3475       0.152      0.6677      0.2469      0.6901      0.2361      0.4519      0.1487      0.2149     0.07315     0.04738      0.0171     0.01799    0.006615     0.01616    0.005965     0.01418    0.005265    0.003158     0.00121    0.002915    0.001121    0.001103   0.0004366    0.001922   0.0007605
468      0.1986     0.06475      0.3887       0.123       0.991       0.234       3.261      0.3575       5.115      0.2735        5.76      0.1585       3.482      0.2935        1.77      0.1975       1.628       0.185       1.469       0.172       0.367      0.0526      0.3392      0.0487    0.007844    0.000247     0.01366     0.00043
481      0.8037      0.5453       1.016      0.6132      0.7797      0.3874      0.3316       0.135      0.1445     0.05886      0.0521     0.02457     0.01019    0.005336    0.003802    0.002042    0.003378    0.001823    0.002966    0.001601   0.0006783   0.0003397   0.0006306   0.0003122    0.001883    0.001313    0.003279    0.002287
482      0.1241     0.05634      0.2697     0.08565      0.6925      0.4075       1.169      0.8718       1.235      0.9872      0.9273      0.7687      0.2983      0.2553      0.1198      0.1034      0.1078     0.09309     0.09486     0.08194     0.02093     0.01811     0.01932     0.01671    0.001878    0.001479     0.00327    0.002575
490       0.219      0.0795      0.5093      0.2324       1.085      0.5008       1.242      0.6517      0.9211      0.5489      0.4524      0.2839      0.1012     0.06756       0.038     0.02558      0.0341     0.02297     0.02992     0.02017    0.006617    0.004483    0.006111    0.004139    0.001906    0.001004    0.003319    0.001748
498      0.4783      0.0706      0.8908      0.1353       1.985       0.329       4.772      0.5085       6.597       0.321       6.805      0.4955       3.704       0.705       1.836       0.431       1.684       0.404       1.514       0.373       0.372      0.1077      0.3438      0.0998    0.009123   0.0004865     0.01588     0.00085
501      0.1024     0.06431      0.3587       0.255       1.052      0.8438       1.507       1.258        1.32       1.103       0.843       0.706      0.2859       0.249      0.1172      0.1031      0.1055     0.09291     0.09287     0.08184     0.02058     0.01819       0.019     0.01679    0.002414    0.002037    0.004202    0.003547
502     0.08194     0.03696      0.2094      0.0871      0.5125      0.3216      0.9629      0.7621       1.053      0.8851      0.8142      0.7068      0.2718      0.2427      0.1107      0.0996     0.09963     0.08967     0.08772     0.07898     0.01941     0.01751     0.01792     0.01616    0.001581    0.001307    0.002752    0.002276
503     0.09259     0.04211      0.2036      0.0662      0.5201      0.3104      0.8586      0.6414      0.9034      0.7236      0.6764      0.5617      0.2175      0.1851     0.08723     0.07488     0.07849     0.06741     0.06906     0.05934     0.01523     0.01311     0.01405      0.0121    0.001376    0.001087    0.002397    0.001892
505      0.1338     0.05797      0.3043      0.1318       1.018      0.5338       1.914       1.145        2.14       1.329       1.689       1.063      0.6118      0.3878      0.2585      0.1641      0.2328      0.1478      0.2051      0.1302     0.04529     0.02877     0.04178     0.02655    0.003227    0.001977    0.005618    0.003442
506      0.3742      0.2004      0.5791       0.273      0.5603      0.2031      0.3367      0.1589      0.1635      0.0865     0.05985     0.03395     0.01149    0.006889    0.004269      0.0026     0.00383    0.002335    0.003359     0.00205   0.0007491   0.0004499   0.0006944   0.0004156    0.001132   0.0005638    0.001971   0.0009816
509       0.846      0.5211       1.371      0.6993       2.077       1.228       1.619       1.121      0.8767      0.6573      0.3488       0.274     0.07143     0.05807     0.02709     0.02224     0.02434        0.02     0.02139     0.01759    0.004754    0.003906    0.004397    0.003609     0.00268    0.001427    0.004665    0.002483
510       3.298       0.656       6.809       0.748       11.63       0.675       10.38       1.904       5.955       1.469       2.526      0.7415      0.5211      0.1742      0.1966      0.0684      0.1767     0.06165      0.1553     0.05435     0.03435     0.01242     0.03173     0.01147      0.0171     0.00102     0.02978    0.001775
512      0.4246      0.1423      0.9757      0.3583       1.977      0.4685        2.15      0.5675        1.46      0.5315      0.7156      0.3204      0.1615     0.08407     0.06141     0.03312     0.05518     0.02984      0.0485     0.02632     0.01087     0.00603     0.01004    0.005568    0.003375   0.0009255    0.005875    0.001612
516      0.1234     0.08238      0.2573      0.1878      0.9576      0.8974       3.431       3.405       5.395       5.385       5.882       5.878       3.368       3.367       1.664       1.664       1.528       1.527       1.374       1.373      0.3333      0.3333      0.3079      0.3079    0.008503    0.008407      0.0148     0.01463
521       0.408     0.04375      0.9251      0.1699       2.091       0.359       2.432       0.473        1.71       0.382      0.8295      0.2046      0.1835      0.0492     0.06967     0.01921     0.06261     0.01731     0.05503     0.01525     0.01231    0.003477     0.01135    0.003239    0.003445   0.0006305    0.005997    0.001098
530      0.6564      0.2419       1.299      0.4845       2.157       0.933       1.957       1.005       1.129      0.6223      0.4788       0.277     0.09956     0.05985     0.03772     0.02294      0.0339     0.02065     0.02981     0.01817    0.006599    0.004082    0.006097     0.00377     0.00299    0.001248    0.005205    0.002172
532       2.303        0.26       5.071       0.283       10.96        0.22       11.98        0.92        8.03       0.861       3.795      0.4975      0.8217      0.1259      0.3109        0.05      0.2794     0.04505      0.2455      0.0398     0.05462     0.00933     0.05046      0.0086     0.01724    0.000725     0.03001    0.001265
533       0.284      0.2089      0.6388      0.5062       1.038      0.7609      0.8779      0.5762      0.5199      0.3191      0.2185       0.132      0.0424     0.02529     0.01538     0.00912     0.01377    0.008161     0.01205    0.007139    0.002625    0.001553    0.002418    0.001442    0.001829    0.001393    0.003186    0.002425
540      0.2982      0.1384      0.6469      0.2116       1.503      0.7748       2.174       1.395       2.055       1.402       1.406      0.9859      0.4326      0.3136      0.1714      0.1257      0.1541      0.1131      0.1355     0.09949     0.02985     0.02199     0.02755     0.02031    0.003189    0.002133    0.005553    0.003714
541       1.139      0.1993       2.408      0.2265       4.754      0.4055       4.725      0.9705       2.911       0.784        1.31      0.4163      0.2775      0.1003      0.1052     0.03955     0.09452     0.03568     0.08311     0.03149     0.01849     0.00717     0.01709    0.006625    0.007114   0.0002845     0.01239    0.000495
546       1.158      0.3139       2.195      0.3195       6.636      0.4325        10.8       2.475       12.59       3.899       10.48       3.858       4.183       1.803       1.841      0.8335       1.664       0.757        1.47      0.6712      0.3285      0.1522      0.3031      0.1404     0.01903    0.005615     0.03312     0.00978
547       1.919       0.711       3.185      0.5445       8.488       0.898       13.62       3.885       14.81       5.605       11.72        5.21       4.162       2.094        1.74      0.9116       1.568      0.8231       1.382      0.7272      0.3076      0.1647       0.284      0.1522     0.02174    0.007735     0.03784     0.01346
548       1.137       0.617       2.472      0.4155       6.152       0.494       8.687       1.913        7.79       2.621        4.75       2.072       1.293      0.6637      0.4991       0.266      0.4486      0.2398      0.3942      0.2114     0.08747     0.04793      0.0808      0.0443     0.01336     0.00267     0.02326    0.004655
550      0.2323      0.0767      0.5202      0.2011       1.005      0.3128      0.9864      0.2806       0.683      0.2379      0.3293      0.1278     0.07217     0.03113     0.02729     0.01218     0.02452     0.01097     0.02155     0.00967    0.004803    0.002214    0.004436    0.002046    0.001622   0.0005485    0.002822   0.0009545
552        1.91      0.3155       3.611      0.2055       5.256       0.426       3.976       0.693       2.118       0.468      0.8335      0.2126      0.1673     0.04745      0.0629     0.01842     0.05649     0.01658     0.04962      0.0146     0.01089    0.003322     0.01007    0.003063    0.007527   0.0005185     0.01311    0.000905
554      0.6811     0.06485       1.485      0.0425       2.631      0.3265       2.381       0.578       1.373      0.4158      0.5847      0.2033      0.1208     0.04675     0.04564     0.01826       0.041     0.01645     0.03604      0.0145    0.007999    0.003281    0.007391    0.003029     0.00389   0.0002335    0.006773    0.000407
559       1.337       0.446       2.864       0.252       6.903       0.281       8.818       1.552       7.042       1.986       3.669       1.273       0.875      0.3571      0.3338       0.139      0.2999       0.125      0.2636        0.11     0.05885     0.02482     0.05437     0.02295     0.01264    0.002015     0.02201     0.00351
561      0.2108     0.05625      0.4559      0.2205       1.016      0.5551         1.5      0.9607       1.333      0.9365      0.7494      0.5716      0.1921      0.1554     0.07397     0.06053     0.06647     0.05443     0.05847     0.04792      0.0131     0.01079      0.0121    0.009975      0.0021    0.001354    0.003657    0.002358
562      0.1394     0.05428      0.3376      0.1499      0.8441      0.4649       1.301      0.8368       1.414      0.9863       1.085      0.7959      0.3621      0.2733      0.1475       0.112      0.1328      0.1009      0.1169     0.08883     0.02587     0.01969     0.02388     0.01817    0.002093    0.001485    0.003645    0.002585
564      0.5642      0.0525       1.373      0.0835       6.938      0.0535       21.99       0.105       32.49        0.23       32.72        0.28       16.79        0.16       8.037      0.0765       7.342      0.0705       6.566       0.063        1.54      0.0145       1.422      0.0135     0.04932    0.000525     0.08585    0.000915
581      0.1348      0.0521      0.3553      0.2061      0.8747      0.5494       1.176      0.8047      0.9719      0.7181      0.5149      0.4033      0.1247      0.1022     0.04733     0.03907      0.0425      0.0351     0.03732     0.03084    0.008278    0.006863    0.007644    0.006336    0.001727    0.001201    0.003007     0.00209
593      0.9629      0.3331       2.308       0.215       5.836        0.25       8.026       1.631       6.913       2.081       3.864       1.422      0.9799      0.4221      0.3751      0.1682       0.337      0.1518       0.296      0.1339     0.06577      0.0308     0.06076     0.02849     0.01171    0.001883     0.02039    0.003275
597     0.07924     0.05226      0.3153      0.2418      0.9367      0.6964       1.608       1.274       1.608       1.299       1.143      0.9442      0.3509       0.297      0.1388      0.1183      0.1247      0.1064      0.1095     0.09348     0.02381     0.02033     0.02196     0.01876    0.002669    0.002096    0.004646     0.00365
