#   SAVEDid       xf100       xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160       xfRad       xeRad      xf2000      xe2000
#
710      0.3954      0.3617      0.6318      0.6152      0.5276      0.5214      0.3176      0.3151      0.1353      0.1345     0.03044     0.03027     0.01167     0.01159     0.00165     0.00165     0.00207    0.002069
713      0.4645      0.2782      0.7752      0.4238      0.7758      0.4662       0.483      0.3118       0.217      0.1502     0.04609     0.03377     0.01751     0.01305    0.001998    0.001188    0.003088    0.002333
714      0.6093      0.3842       1.714      0.5145       3.666      0.3255       4.802       0.923       4.656       1.127       2.332      0.6435       1.111      0.3155    0.006384    0.001508      0.2122     0.06115
718      0.9657      0.4813       1.791      0.8742       1.975       1.133       1.456      0.9492      0.7242      0.5058      0.1651      0.1217     0.06299     0.04711    0.004317    0.002255     0.01112    0.008507
719      0.3574      0.2102      0.6372      0.2552      0.8993      0.4317      0.7865      0.4575       0.494      0.3288      0.1483      0.1079     0.05881     0.04309    0.001344    0.001128     0.01043    0.007536
721       0.678       0.307       1.027      0.3717       0.875      0.3741      0.4845      0.2382      0.1967      0.1084     0.03985     0.02392       0.015    0.009234    0.002781    0.001196    0.002632    0.001629
729       1.023      0.4404       1.559      0.5275       1.187       0.376      0.6367      0.2036      0.2557      0.0821     0.05036     0.01767     0.01854      0.0067    0.004285    0.001641    0.003165    0.001203
737       6.507       0.682       9.636      0.4645       7.443       0.839       3.954      0.5915       1.564       0.278      0.3091     0.06265      0.1153     0.02434     0.02686     0.00202     0.02008    0.004325
740      0.3602      0.3263      0.5104      0.4976      0.4078      0.4038      0.2255      0.2241      0.0908      0.0903     0.01883     0.01872    0.007165    0.007125    0.001252    0.001252    0.001251    0.001251
748      0.3706      0.3296      0.6305      0.6085      0.5643      0.5557      0.4548      0.4512      0.2392      0.2379     0.05748     0.05722     0.02193     0.02182    0.001617    0.001617    0.003876    0.003855
749       1.691       0.212       2.034      0.2605       1.333      0.1715      0.6491     0.08375      0.2429     0.03135     0.04432     0.00572     0.01601     0.00206    0.006441   0.0008395    0.002761     0.00036
753      0.2884      0.2771      0.3238      0.3196      0.2281      0.2269       0.119      0.1186     0.04597     0.04581    0.009346    0.009314    0.003539    0.003527    0.001089    0.001089     0.00062     0.00062
760      0.9828      0.4912       1.591      0.6838       1.431       0.637      0.8559      0.4061      0.3812      0.2006     0.07904     0.04536     0.02967     0.01749    0.004072    0.001849    0.005183    0.003125
762       2.231      0.9425       3.135      0.7125       2.567      0.9885       1.475      0.7081      0.6307       0.344      0.1305     0.07813     0.04925     0.03033    0.009014    0.002896    0.008647    0.005423
768      0.2208     0.08465       0.719      0.0435       1.217      0.2746       1.301      0.4582      0.9893      0.4477      0.3336      0.1845      0.1373     0.08053    0.002254    0.000464     0.02414     0.01449
776      0.8119      0.4231       1.114      0.3774       0.863       0.335      0.4911       0.245      0.2088      0.1201     0.04322     0.02719     0.01633     0.01054    0.003263    0.001463    0.002874    0.001876
779      0.9222     0.03695       1.067      0.3183       1.085      0.5785      0.8457      0.5373        0.44      0.3027      0.1064     0.07691     0.04063     0.02967    0.001862    0.001075    0.007181    0.005269
786      0.6811      0.5349        1.19      0.4488       1.138       0.498       1.153      0.7914      0.8977      0.7274      0.3221      0.2804       0.136      0.1195    0.001484    0.001484     0.02426     0.02118
793      0.4446      0.2458       1.231      0.2804       2.048       0.003       2.094      0.2945       1.534       0.401      0.4959      0.1893      0.2007      0.0845    0.003865    0.000197     0.03509     0.01534
804      0.7435      0.5085       1.292      0.7949       1.327      0.7723      0.9775      0.6195      0.4743      0.3149      0.1056     0.07295     0.03954     0.02758    0.003305    0.002105    0.006863    0.004817
805      0.7339      0.3691       1.599      0.8577       2.145       1.324       1.822       1.203       1.007      0.6894      0.2537      0.1793     0.09667     0.06903    0.004094    0.002634     0.01697     0.01226
807       2.582       0.935       5.811       1.006       8.723      0.9515       8.777       1.573       6.774       1.771       2.379      0.8535       0.995      0.3911     0.01413    0.002235      0.1758     0.07195
808       3.686       0.518        3.88        0.59       2.385       0.626       1.143      0.3604      0.4143      0.1455     0.07772     0.02968     0.02862      0.0112     0.01399    0.001715    0.005011    0.001937
809      0.4377       0.408      0.7732      0.7618      0.6728      0.6692      0.3846      0.3833      0.1593      0.1588     0.03343     0.03333     0.01275     0.01272    0.001735    0.001735    0.002242    0.002242
825      0.9561       0.458       1.594      0.6161       1.319      0.4584      0.7685      0.2525      0.3237      0.1018     0.06292     0.01907     0.02284    0.006825    0.004254    0.001756    0.003939    0.001202
826       1.264      0.5001        2.24      0.7105       2.046       0.785        1.24      0.5583      0.5484      0.2767      0.1159     0.06304     0.04398     0.02446    0.005759    0.002057    0.007736    0.004394
827       4.939       0.081       12.45       0.125       15.91         0.2       12.73       0.285       6.526      0.1935       1.529      0.0565      0.5778     0.02185     0.03293     0.00037      0.1008     0.00384
837      0.4974      0.3154        1.32      0.4622       3.285       0.409       4.345      0.7125       4.228       1.033       2.232       0.833       1.089      0.4569    0.006133    0.000877       0.216      0.1018
841      0.3602      0.3581      0.6938      0.6932      0.9451      0.9449       1.236       1.236       1.248       1.248       0.866       0.866      0.5345      0.5345    0.001453    0.001453       0.173       0.173
849      0.6788      0.3853       1.617       0.774       1.984      0.7615       1.581       0.562      0.8428      0.2832      0.2021      0.0652     0.07458     0.02433    0.004322     0.00186     0.01257    0.004094
860      0.4381      0.2283        1.47      0.2365       3.252       0.172         4.2      0.3775       3.835      0.4695       1.712       0.256      0.7835      0.1236     0.00591   0.0005225      0.1431      0.0235
866      0.5851      0.3414        1.27      0.8226       1.616       1.155       1.317       1.005      0.6915      0.5474      0.1661      0.1352     0.06292     0.05148    0.003167     0.00238     0.01099    0.009011
867      0.4819      0.2699      0.9026      0.3954      0.9407      0.4123      0.7462      0.3678      0.3822      0.2026     0.08918     0.05103     0.03355     0.01957    0.002291    0.001109    0.005831    0.003443
870        7.76      0.2825       13.39        0.39       11.62       0.695       6.643      0.5065       2.805      0.2485      0.5549     0.05545      0.2049      0.0212      0.0351     0.00075     0.03534     0.00376
872      0.9274      0.1876       2.466      0.1715       3.948      0.1555        3.77      0.3705       2.532       0.383      0.7282      0.1453      0.2825     0.06105    0.006865    0.000465     0.04904     0.01131
877       2.021       0.197        4.53       0.273         5.2      0.2375       3.916      0.2575        1.96       0.187      0.4472      0.0535      0.1646      0.0202     0.01169    0.000695     0.02773    0.003395
878       1.237      0.4965       1.165      0.4867      0.7244      0.4276      0.3611      0.2397      0.1367     0.09705     0.02759     0.02057     0.01043    0.007879    0.004528    0.002145     0.00184     0.00137
881      0.8932      0.7098       1.193      0.6366       1.079      0.3475      0.9635      0.5435      0.6528      0.4602      0.1963      0.1508       0.078      0.0602    0.001349    0.001348     0.01385     0.01053
884        1.27      0.5129       3.054      0.4025       4.734      0.3105       5.182       0.735       4.332      0.9695       1.965       0.635      0.9209      0.3281    0.006304     0.00248      0.1767     0.06815
885       2.678      0.4855       4.335      0.6195       3.863       1.172        2.36       0.926       1.055      0.4808      0.2201       0.112     0.08262     0.04348     0.01093    0.001559     0.01428    0.007762
886      0.8801      0.2329       1.523      0.5318       1.211      0.5432      0.6634      0.3301      0.2659      0.1417     0.05451     0.03067     0.02066     0.01181    0.003644     0.00101    0.003626    0.002087
892      0.4384      0.2569      0.9478      0.6572       1.201      0.9081      0.9815      0.7675      0.5141      0.4101      0.1231     0.09972     0.04659     0.03792    0.002403    0.001857    0.008127    0.006633
893       3.255       0.286       6.054       0.513       5.614       0.673       3.403       0.469       1.492      0.2255      0.3023      0.0492      0.1119     0.01861     0.01524    0.001445     0.01924     0.00333
899      0.4773       0.456      0.5366      0.5224      0.4742      0.4662      0.2725      0.2686      0.1134      0.1119     0.02383     0.02356    0.009096    0.008994    0.001756    0.001737    0.001601    0.001586
902       2.229      0.5055       3.955       0.511       3.621       0.827       2.286      0.7415       1.041        0.41      0.2196      0.0995     0.08248     0.03902    0.009749    0.001401     0.01433    0.007027
915       1.262      0.1815       5.159      0.2995       9.736       0.218       10.37      0.7175        7.81      0.8245        2.55      0.3425        1.03      0.1474     0.01727    0.000695       0.179      0.0272
917       2.069      0.3885       5.173      0.7525       7.802       1.191       6.915       1.265       3.882       0.839      0.9911      0.2459      0.3805      0.0984     0.01424     0.00245     0.06696     0.01803
922       0.324      0.2372      0.6278      0.5672      0.7758      0.7472      0.7306      0.7174      0.4877      0.4826      0.1405      0.1395     0.05471     0.05429    0.001494    0.001493    0.009581    0.009499
923       2.691       0.518        7.59      0.4485       11.18       0.855       10.06       1.474       6.345       1.397       1.735      0.4765      0.6622      0.1916     0.02115    0.000895      0.1133     0.03388
924      0.5575      0.4217      0.6804      0.5197      0.5766      0.4994      0.3271      0.2941      0.1353      0.1242     0.02832     0.02636      0.0108     0.01008    0.002062    0.001601    0.001901    0.001777
926      0.4628      0.3787      0.8275      0.7745       1.025      0.9972      0.8661      0.8509      0.4675      0.4609      0.1199      0.1184     0.04625     0.04567    0.002033    0.002032    0.008193    0.008087
