# SAVEDid  xf100      xe100       xf160       xe160       xf250       xe250       xf350       xe350       xf500       xe500       xf850       xe850      xf1160      xe1160
#
5552      0.8532      0.3528        1.34       0.718      0.9865      0.6785      0.5275      0.3946      0.2079      0.1633     0.04242      0.0345     0.01607     0.01319
5588        2.35       0.272       4.127      0.3835       3.409      0.4555       1.936        0.33      0.8025      0.1676       0.167     0.03695     0.06335     0.01419
5590      0.1873      0.1519      0.5611      0.4334      0.9303      0.6738       1.006      0.7537       0.757       0.582      0.2409      0.1897     0.09672     0.07678
5604        1.73       0.307        3.69       0.336       3.946       0.725       2.535       0.598       1.175      0.3245      0.2531      0.0793     0.09625     0.03135
5612      0.3846      0.2579      0.5046      0.3319      0.3631      0.2777      0.1918       0.155     0.07478     0.06242      0.0152       0.013    0.005753    0.004957
5620      0.2332      0.2119      0.6259      0.5511      0.9167      0.7683      0.8201      0.6769       0.523      0.4263      0.1463      0.1185     0.05831     0.04759
5627       1.463       0.244       3.289      0.5485       3.625      0.6045        2.57      0.4285       1.223       0.204       0.266     0.04435     0.09951      0.0166
5634      0.4246      0.2366       1.651      0.9075       3.019       1.396       3.071       1.323       2.212      0.9055      0.6665      0.2868      0.2606      0.1158
5647      0.1117      0.1117      0.3001      0.3001      0.4551      0.4551      0.4211      0.4211      0.2736      0.2736       0.078       0.078     0.03044     0.03044
5650       1.233      0.4245       1.875       0.191       1.671      0.4525      0.9684      0.3646      0.4176      0.1885     0.08639     0.04441     0.03257     0.01741
5655      0.2276      0.2276      0.5865      0.5865       0.849       0.849      0.7525      0.7525      0.4261      0.4261       0.112       0.112     0.04392     0.04392
5664      0.1541      0.1243      0.2888      0.2114      0.2743      0.1784      0.1816      0.1106     0.08174     0.04686     0.01697    0.009166    0.006223    0.003275
5668      0.4947      0.2807       1.239      0.6242        1.74      0.8443       1.485      0.8544      0.8267      0.5413       0.212      0.1524     0.08231     0.06059
5671      0.9481      0.3199       1.988      0.4585       2.304       0.964       1.776      0.9372      0.8993      0.5357      0.2095      0.1367     0.07885     0.05245
5672      0.3596     0.01785       1.349      0.0885       2.629      0.0155       2.796       0.168       2.086       0.225       0.659      0.1017      0.2636     0.04525
5675      0.4769     0.08125       1.475       0.251       2.723       0.469       2.771       0.488       1.839      0.3345      0.5362      0.0998      0.2115     0.03955
5682      0.2737      0.2737      0.3771      0.3771      0.3679      0.3679      0.2485      0.2485      0.1194      0.1194     0.02658     0.02658     0.01021     0.01021
5685      0.7841      0.3699      0.6414      0.3026      0.2911      0.1373       0.121     0.05709      0.0397     0.01874    0.007025    0.003315    0.002554    0.001205
5686       0.399       0.221      0.6079      0.2174      0.5653      0.2047      0.3459      0.1605      0.1556     0.08328     0.03297     0.01957     0.01249    0.007651
5691       0.365      0.2133      0.8539      0.4592       1.099      0.6202      0.8623      0.5068      0.4455      0.2709      0.1051     0.06601     0.04034     0.02558
5692      0.7453      0.2509       1.716       0.569       1.881      0.7405       1.211      0.5311      0.5622      0.2657      0.1217     0.06123     0.04636      0.0238
5705      0.4515      0.1173       1.407      0.3615       2.523       0.541       2.546       0.604       1.675      0.5285        0.48      0.1818       0.187     0.07435
5710      0.1177     0.02471      0.6133      0.2371       1.763      0.3875       2.538      0.4525       2.788       0.737       1.573      0.6062      0.7732      0.3318
5712      0.6529      0.1038       1.753      0.2525       2.478      0.4315       2.119      0.4895       1.144      0.3134      0.2824     0.08985       0.109     0.03593
5726      0.5031      0.0564       1.994      0.2755       4.041       0.284       4.653       0.354       3.617        0.44       1.191      0.2015      0.4829     0.09055
5730       4.477      0.6865       15.13        0.55       25.02        0.63       23.66       0.685       15.31        1.11        4.31      0.4565       1.665      0.1845
5735       2.419      0.1885       3.909      0.2435       3.033       0.317       1.633       0.207      0.6455      0.0925      0.1303      0.0206     0.04911     0.00799
5744       3.614       0.005        10.1       0.015       13.53        0.02       11.17       0.015        6.37       0.009       1.605      0.0025      0.5998     0.00085
5747       2.455      0.1815       3.945      0.2915       3.243       0.239       1.904      0.1405      0.8025      0.0593      0.1561     0.01155      0.0565    0.004175
5766       2.267      0.5265       3.317      0.6875       2.658       1.064       1.454      0.7107      0.5936      0.3259      0.1205     0.07213     0.04534     0.02787
5770      0.2919      0.2018      0.5296      0.3543      0.5976      0.4294      0.3952       0.294      0.1871      0.1427     0.04076     0.03241     0.01555     0.01254
5779           0           0           0           0           0           0           0           0           0           0           0           0           0           0
5789      0.2149     0.02045      0.9977      0.1643       2.223       0.389       2.694       0.647       2.277       0.689      0.8503      0.3208      0.3618      0.1466
5797       1.237       0.216       3.813      0.6455       6.699       0.809       6.682       0.647       4.263      0.4895        1.21      0.1865      0.4725     0.07915
5799      0.3177      0.3177      0.5835      0.5835      0.6085      0.6085      0.4027      0.4027      0.2014      0.2014     0.04603     0.04603     0.01776     0.01776
5801      0.1678     0.01165       0.847      0.0716       2.192      0.0895       3.016       0.257       2.771       0.376       1.201      0.2585       0.543      0.1333
5802      0.5524      0.1883       1.821      0.5005       3.249      0.6585       3.256       0.754       2.386       0.692      0.7341      0.2632      0.2908      0.1121
5805      0.6763      0.0859       1.551      0.1515       1.793      0.1925       1.322       0.168      0.6399      0.0906      0.1418      0.0221     0.05304    0.008505
5809      0.4375      0.2963       1.113      0.7313       1.636       1.104       1.458       1.035      0.8044      0.6066      0.2037      0.1612     0.07897     0.06344
5814       2.157        0.28       2.046      0.2655       1.081        0.14       0.479      0.0621      0.1638     0.02125     0.02922    0.003785     0.01059    0.001372
5816       0.342      0.2213      0.8151       0.479       1.101      0.6589      0.9217      0.5953      0.4966      0.3391      0.1222     0.08735     0.04635     0.03366
5822       7.095       0.214       10.42       0.315       6.858      0.2065       3.462       0.104       1.312      0.0395      0.2645       0.008     0.09981    0.002995
5829      0.7204      0.0681       1.291       0.122       1.166        0.11      0.7515     0.07105      0.3305     0.03125     0.06709     0.00634     0.02438    0.002305
5830      0.1488      0.0133      0.6935      0.1078       1.547       0.248       1.873        0.41       1.582        0.44      0.5892      0.2053      0.2505     0.09395
5835      0.3949      0.3867      0.5437      0.5243      0.4292      0.4067      0.2873      0.2737      0.1372      0.1312     0.03038     0.02916     0.01166      0.0112
5836        1.13      0.2192       4.146      0.6695       7.992       0.453       8.532       0.706       6.474      0.9575       2.062       0.467       0.828      0.2101
5837       1.584        0.49       3.578       0.891       3.857       0.866       2.615       0.587       1.265      0.3191      0.2821     0.08055       0.107      0.0318
5841      0.3557      0.3557       0.554       0.554      0.4441      0.4441      0.2544      0.2544      0.1058      0.1058     0.02038     0.02038    0.007375    0.007375
5847      0.1656     0.01605      0.7954      0.1262       1.996       0.462       2.635      0.8355       2.366       0.921       0.998       0.493      0.4468      0.2379
5849       1.648        0.28       4.605       0.676       7.161      0.9955       6.397       1.075       3.603       0.704      0.9233      0.2078      0.3541     0.08355
5853       5.226      0.2845       7.871       0.429       5.328      0.2905       2.727      0.1485       1.041     0.05685      0.2106     0.01145     0.07956    0.004335
5862      0.2006      0.2006      0.3867      0.3867      0.3645      0.3645      0.2154      0.2154      0.0929      0.0929     0.01959     0.01959     0.00745     0.00745
5869      0.8983      0.1317       1.758       0.258       1.726       0.253       1.187      0.1745      0.5447     0.07995      0.1153     0.01693     0.04205     0.00617
5879       3.522      0.2445       7.221       0.501       7.223      0.5015       4.368      0.3035       1.923      0.1335      0.4093      0.0284       0.156      0.0108
5880      0.2215      0.2215      0.5315      0.5315      0.7175      0.7175      0.6125      0.6125      0.3326      0.3326      0.0822      0.0822     0.03129     0.03129
