#     _id          _ra          _de       zp_X         f24        df24         f16        df16       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
2525       189.1893616   62.3234100      1.17       170.7       6.764       189.2       6.887        36.7         8.2       21.59       0.046       19.69        0.07       14.44        0.47       18.35       0.491       20.91       10.49     0.03749       1.142           2          72      0.3994   1.606e+04           1
2540       189.3334656   62.3231010      2.39       81.91       5.248       25.86       7.638       12.97       2.689       7.687        0.04       8.122        0.07       9.573       0.424       7.248       0.487       22.31       10.57      0.1337       2.295           1          34      0.2485   2.912e+04           1
2543       189.3873291   62.3231964      0.91       17.16       2.712       10.18       7.339     -0.1717       2.779       4.621       0.038       3.023       0.066       2.709       0.419       0.992       0.472       22.27       9.688           0      0.9365           1          21     0.02551   3.339e+04           1
2544       189.4588013   62.3231659      1.09       21.36       3.967       7.125       15.07       1.139       3.306       5.615       0.042       5.241       0.079       2.255         0.5       2.174       0.561        22.5       10.12     0.02551          -1         -99         -99       3.676         -99           1
2552       189.1573334   62.3231659      4.01       11.23        3.91   1.903e-07       6.675     -0.3043       2.675       0.265        0.05       0.101       0.077       0.633       0.545      -0.879       0.576         -99       9.998      0.8179          -1         -99         -99        14.1         -99           1
2561       189.4711456   62.3228340      1.27       38.63       3.562         -99       1e+10       3.639       2.948       7.787       0.047       7.861       0.094       6.402       0.569       6.328        0.66       22.48        10.2     0.08132          -1         -99         -99       13.23         -99           1
2569       189.5009460   62.3225212      0.43       30.85       4.311         -99       1e+10       1.903       2.974       11.94         0.1       11.01       0.185       10.99       1.809       14.12       1.213       20.53        9.85      0.1101          -1         -99         -99       46.12         -99           0
2574       189.5046997   62.3224182      0.58       23.02       4.052         -99       1e+10        1.16       2.996        50.5       0.132       39.22       0.224       35.19       2.372       18.91       1.389       19.17        10.9       0.615          -1         -99         -99       43.79         -99           0
2577       189.2055969   62.3225136      1.81         116       3.926       40.73        6.64       4.784        2.68       19.59       0.043       23.41        0.07          22       0.431       16.73       0.476       21.35       11.05     0.02898          -1         -99         -99       4.296         -99           1
2578       189.3150787   62.3224373      2.14       39.21       2.392   1.903e-07       6.955       5.822       2.698       3.206       0.038       3.621        0.07       3.974       0.423       3.004       0.487       23.17       10.52     0.02898          -1         -99         -99        4.38         -99           1
2587       189.2404480   62.3223534      2.52       20.74       2.901       7.327       6.603      0.6464       2.664       1.174       0.035       1.218       0.065       2.765       0.401       0.541       0.469       23.96       9.748     0.01373          -1         -99         -99       9.882         -99           1
2588       189.2453461   62.3223457      0.59       12.31       3.194       5.066       6.983      0.3851       2.679       3.731       0.037       2.658       0.066       2.597       0.399       2.056        0.47       22.69       9.148     0.05795          -1         -99         -99       4.505         -99           1
