#        _id   snrFIRSMM     zFIRSMM      snr100      snr160      snr250      snr350      snr500      snr850     snr1160
#
   1.816e+04       3.159       1.764       3.055      0.8043         -99         -99         -99      1e-109         -99
   1.816e+04       6.836       0.906       2.988       4.028       4.492       1.183         -99      1e-109         -99
   1.816e+04       4.301        0.99       3.305       2.752         -99         -99         -99      1e-109         -99
   1.817e+04       9.972      0.8408       7.073        6.69        2.16         -99         -99      1e-109         -99
   1.817e+04       1.081       1.025      0.4837      0.9665         -99         -99         -99      1e-109         -99
   1.817e+04       0.348       0.924       0.348   1.972e-05         -99         -99         -99      1e-109         -99
   1.817e+04     0.06244       1.566   5.504e-05     0.06244         -99         -99         -99      1e-109         -99
   1.819e+04       18.53      0.6382       12.95        12.8       3.386      0.4572         -99      1e-109         -99
   1.819e+04       55.43       1.218        38.5       37.54        12.1       4.546       3.361       1.451       0.575
   1.821e+04       7.582        2.71       6.123       4.076        1.84         -99         -99      1e-109         -99
   1.822e+04       30.29      0.1141       27.02       12.31       5.846       1.271         -99      1e-109         -99
   1.822e+04       15.04      0.9696       8.421       10.57       6.079        2.58         -99      1e-109         -99
   1.822e+04       2.164      0.8013       1.727       1.304         -99         -99         -99      1e-109         -99
   1.825e+04     0.04208        1.89     0.04208           0         -99         -99         -99      1e-109         -99
   1.825e+04      0.4483       2.155      0.4483         -99         -99         -99         -99      1e-109         -99
   1.825e+04       17.12       1.148       13.83       8.839       4.537       1.741         -99      1e-109         -99
   1.825e+04       7.597        1.15      0.3562       4.925        3.92       1.597         -99       3.926         -99
   1.826e+04       6.273        1.36       1.432       5.523      0.6685        1.02         -99       2.306         -99
   1.826e+04       7.203        1.35        4.96       3.427       3.634       1.528         -99      1e-109         -99
   1.827e+04       1.917        2.09   4.856e-05       1.917         -99         -99         -99      1e-109         -99
   1.828e+04       3.484       1.036       3.401      0.7545         -99         -99         -99      1e-109         -99
   1.829e+04       5.249      0.5958       4.795       2.134         -99         -99         -99      1e-109         -99
    1.83e+04      0.1792       1.877      0.1792   2.361e-05         -99         -99         -99      1e-109         -99
    1.83e+04        1.46       1.183      0.3626       1.415         -99         -99         -99      1e-109         -99
    1.83e+04       1.928       2.201      0.2101   1.447e-05       1.423       1.283         -99   0.0009212         -99
   1.830e+04       2.807       0.847       2.791      0.2954         -99         -99         -99      1e-109         -99
   1.832e+04       27.79      0.6344       23.69       13.63       4.309       2.526         -99      1e-109         -99
   1.833e+04      0.6312        2.91     0.09904   2.575e-05         -99         -99         -99   2.127e-09      0.6234
   1.833e+04       3.176        2.49       1.027       2.517           0         -99         -99       1.642         -99
   1.833e+04       1.182        1.35       0.885      0.7829         -99         -99         -99      1e-109         -99
   1.834e+04       15.73       1.266       7.848       7.355       4.562       2.858       8.192       2.616       5.381
   1.834e+04       26.51      0.2761       24.13       10.49       3.136      0.8288         -99      1e-109         -99
   1.835e+04       7.099      0.5843       5.408       4.175       1.929         -99         -99      1e-109         -99
   1.836e+04       2.961      0.7607       2.557       1.492         -99         -99         -99      1e-109         -99
   1.837e+04   4.385e-05      0.4669    4.09e-05   1.582e-05         -99         -99         -99      1e-109         -99
   1.838e+04       1.381       1.502      0.8731       1.069         -99         -99         -99      1e-109         -99
   1.838e+04       6.805        2.64         2.7        3.45       2.762       3.801       1.718   2.483e-09       1.448
   1.838e+04        13.7        1.59       7.719       9.019       3.437       5.513       1.494       1.563         -99
   1.839e+04        25.7      0.6233       21.38       10.95       6.268       6.593      0.9169      1e-109         -99
   1.839e+04       10.91        4.46       5.232       5.494       3.875       1.351       1.435       6.094       2.313
    1.84e+04       3.782        2.32       1.801       3.148       1.028         -99         -99      0.3015         -99
   1.840e+04       14.22      0.7588        10.6        7.89       3.541       3.782      0.8724      1e-109         -99
   1.841e+04        1.42        2.76       1.378     0.04119         -99         -99         -99   2.545e-09      0.3422
   1.841e+04       8.354           1       5.601       5.724       2.332      0.4671         -99      1e-109         -99
   1.842e+04       1.156        2.04      0.9162      0.7049         -99         -99         -99      1e-109         -99
   1.842e+04        3.22      0.8627       2.888       1.423         -99         -99         -99      1e-109         -99
   1.842e+04       3.998      0.7516       3.057       2.577         -99         -99         -99      1e-109         -99
   1.843e+04       2.376       1.839       1.621       1.738         -99         -99         -99      1e-109         -99
   1.843e+04       1.984      0.9374       1.984   1.599e-05         -99         -99         -99      1e-109         -99
   1.844e+04       2.255      0.8463       1.773       1.394         -99         -99         -99      1e-109         -99
   1.845e+04       4.025      0.4436       4.001      0.4434         -99         -99         -99      1e-109         -99
   1.847e+04       10.56      0.2001       9.283       4.847       1.385         -99         -99      1e-109         -99
   1.847e+04        1.92        2.13    0.006186        1.92         -99         -99         -99      1e-109         -99
   1.847e+04       5.658        1.58       4.909       1.986       1.992         -99         -99      1e-109         -99
