#     _id          _ra          _de       zp_X         f24        df24         f16        df16        f100       df100        f160       df160        f250       df250        f350       df350        f500       df500       f1160      df1160       radio      eradio       _fch1      _dfch1       _fch2      _dfch2       _fch3      _dfch3       _fch4      _dfch4       KtotX       MassX       distX       spezX          zq      source       distz         idz    goodArea
#
14208      189.0572052   62.1871376      0.55       37.72       5.802        30.7       11.57       0.418      0.2944      0.4666      0.5726         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.816       2.515       10.12        0.04       8.264       0.063       6.789       0.427       6.881       0.501       21.82       9.518      0.6979       0.529           1          21      0.7328        5116           1
14209      189.0874329   62.1872368      1.02       230.1       4.619       201.4       9.604       2.027      0.4747       3.806      0.9228       7.386       3.053       10.02       5.233         -99       1e+10         -99       1e+10        19.6         2.7       39.86       0.047       31.43       0.066       26.05       0.416       28.95       0.494       20.35       10.86     0.05307       1.015           1          72     0.02908        7320           1
14211      189.1311188   62.1871643      0.87       476.9       7.011       383.5       10.25        9.47       0.586       14.68       1.208       15.72       1.661       7.395       2.855         -99       1e+10         -99       1e+10        34.5         4.5       42.68       0.046       33.75       0.067       28.47       0.396       38.57       0.489       20.54       10.45       0.178       1.013           1          72      0.4736   1.079e+04           1
14216      189.2161102   62.1872253       1.6       74.43       4.969       14.96       6.367      0.5192      0.3498       1.297      0.7428       7.534       1.409         -99       1e+10         -99       1e+10         -99       1e+10       7.242        2.48       11.38       0.038       12.96       0.063       10.49       0.375       9.572       0.464       22.24       10.31      0.1941       1.528           2          72      0.8942    1.85e+04           1
14220      189.3236237   62.1872520      0.88       26.92        6.91       14.43       8.248    -0.03261      0.3408         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     -0.2779       2.498       96.89       0.053       65.28       0.061        49.3       0.321       32.86       0.359       19.14       11.33     0.06062      0.9029           1          21     0.07811   2.828e+04           1
14221      189.3309937   62.1872063      2.56       108.8       4.886       21.71       8.029      0.8501      0.3814      0.5521      0.6656        4.53       2.081        4.38       2.564         -99       1e+10         -99       1e+10       5.144       2.495       9.242       0.032       10.84       0.051       13.28       0.318       12.97       0.363       21.99       10.84     0.07689       2.457           1          34      0.1061   2.887e+04           1
14224      188.9514313   62.1866722      0.49        67.2       6.507         -99       1e+10      0.4098      0.3301      0.3983      0.8692         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.313       2.715       6.734       0.043       6.186       0.074       6.555       0.482       4.808       0.599       21.46       9.548      0.3794      0.5065           1          21      0.7458         741           0
14227      189.0254211   62.1869888      1.19        33.4       6.202       35.21       11.09       0.303      0.2862      0.3405      0.5773         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.1684       2.571       9.742        0.04       8.693       0.065        6.71       0.434       4.768       0.508       21.89       10.43     0.06866          -1         -99         -99       11.89         -99           1
14228      189.0370636   62.1870232       2.8       28.48       7.264       10.52       10.52      0.4057      0.2941      0.9885      0.5441         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1.231       2.664       3.472       0.039        4.24       0.062       5.606       0.432       6.385       0.505       23.42       10.75     0.09704          -1         -99         -99       6.225         -99           1
14229      189.0443420   62.1870003      0.82       116.1       6.103        98.3       10.56       1.619      0.3571       1.989      0.7646       5.622       1.036         -99       1e+10         -99       1e+10         -99       1e+10       6.633       2.545       16.38       0.043       11.52       0.063       13.21       0.432       8.579       0.497       21.16       9.968     0.02563        0.85           1          21     0.06866        4308           1
14234      189.2729950   62.1861572      2.14       24.74       6.868       22.72       6.639     0.09497      0.2729     0.06694      0.4771         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.969       2.457       8.697       0.031       8.881       0.051       9.269       0.312       6.618       0.368       22.93       10.18      0.2076          -1          -1          81      0.9492   2.391e+04           1
14236      189.3025208   62.1870346      2.49       28.22       5.702       4.864       6.629      0.1047      0.2781      0.5235      0.5393         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        5.93        2.47       2.797       0.028       3.462       0.047        4.05       0.306       4.051       0.351       23.73       10.72      0.1231          -1         -99         -99       11.25         -99           1
14237      189.3641815   62.1869354      2.23       62.39       6.222       3.752       9.025      0.8104      0.4078      0.6899      0.6861       5.322       2.375         -99       1e+10         -99       1e+10         -99       1e+10       2.894       2.273       4.276       0.034       4.258       0.059       4.069       0.377       3.107       0.443       21.94       10.25     0.08569       2.297           1          34     0.09704   3.155e+04           1
14243      188.9552307   62.1866760      2.98       14.69       5.947         -99       1e+10       0.118      0.3605       0.631      0.7083       2.896       1.879         -99       1e+10         -99       1e+10         -99       1e+10        4.44       2.705       2.778       0.041       3.168       0.071       4.524       0.471       3.486        0.58       23.56        10.7      0.1454          -1         -99         -99       6.674         -99           0
14250      189.2069397   62.1869431      0.46       14.97       3.962       2.363       7.231      0.4993      0.3381         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       12.12       2.487       7.352       0.039       5.977       0.062       5.085       0.396       5.054       0.475       21.46       9.538     0.02908       0.475           1           4     0.02563    1.76e+04           1
14252      189.3425293   62.1868439      2.23       19.17         5.8       1.383       8.021      0.1356      0.3052     0.09596      0.5871         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.2128       4.369       2.653        0.03       2.662       0.051       2.618        0.33       1.338       0.379       23.18       10.24      0.1128          -1         -99         -99       9.535         -99           1
14257      188.9276581   62.1865044      1.46        22.3       7.827         -99       1e+10      0.6128      0.3232     0.01973      0.6249         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       9.433       2.802       6.181       0.049       6.417       0.099       5.553        0.58       4.957        0.77       22.07       10.12     0.06576          -1         -99         -99       8.373         -99           0
14262      189.1607513   62.1865387      0.93       123.9       6.457       73.95       5.799       1.516      0.4313       2.322      0.9151       4.692       2.234         -99       1e+10         -99       1e+10         -99       1e+10       5.597       2.434       22.63       0.042       17.22       0.063       14.32       0.398       12.02       0.482       20.93        10.3     0.03757       0.936          -1          81      0.0412   1.345e+04           1
14266      189.2370453   62.1867790      1.59        69.1       5.696       26.28       6.985      0.8027      0.2875      0.9796       0.539       4.271       1.241         -99       1e+10         -99       1e+10         -99       1e+10       5.947       2.546       7.764       0.035        8.61       0.056       7.198       0.349       7.727       0.422       22.26       8.618      0.1212       1.672           1          72      0.1592   2.059e+04           1
14267      189.2480316   62.1866875      3.12       139.7       6.743       26.77        6.73      0.9533      0.3085       1.527      0.6565       4.482       1.325       3.604       1.779         5.2        3.11    -0.06307      0.4774       4.743       2.449       1.603       0.031       1.719       0.052       1.996       0.329       1.721       0.401       23.48       10.13      0.1315       2.983           1          72     0.07329   2.166e+04           1
14274      189.3931885   62.1867599      1.17       30.42        9.37         -99       1e+10      0.9809       0.431      0.1362       1.087         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       11.19       2.595       8.518        0.05       7.322        0.11       4.162       0.559       5.951       0.789       21.67       10.14      0.0412          -1         -99         -99       14.22         -99           0
14280      189.1023865   62.1865005      0.74        67.2        11.4       43.06        5.32   -0.006213      0.4468       1.688      0.7764         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        1.18       2.529        45.3       0.048       29.32       0.065       28.52       0.411       23.28       0.497       19.86       10.74     0.02747      0.7482           1          21     0.05307        8454           1
14283      189.2237549   62.1867371      3.24        30.7       5.294       4.864       7.219      0.4896      0.3694      0.6777      0.8016       6.228       2.064   2.905e-07        5.46       13.92       5.827    -0.06307      0.5017       4.872       2.423       5.378       0.036        7.04       0.059       9.074       0.366       11.71       0.451       23.57       10.94      0.1815          -1         -99         -99       2.615         -99           1
14289      189.0135651   62.1863708      0.56        1199       8.515       723.8       14.22       26.63        1.24          33       1.514       24.06       1.432       9.365       1.729         -99       1e+10         -99       1e+10       134.3           3       133.8       0.066       93.33       0.077       113.7       0.445       109.2       0.513        18.7       10.85     0.06866      0.6382           1          21     0.01373        2600           1
14291      189.1528015   62.1865158      1.01       65.35       6.116       31.26       11.29      0.3124      0.4752     0.01973      0.9914         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       8.174       2.439       4.915       0.037       3.521       0.062       2.937       0.401       3.448       0.491       22.36       9.668           0      0.8451           1          21     0.02563    1.27e+04           1
14292      189.1548157   62.1864700      2.19       27.43       10.39       0.257       11.16       1.175      0.4234       3.317       1.591       2.694       1.586         -99       1e+10         -99       1e+10         -99       1e+10     -0.2696       2.447       4.895       0.037       4.302       0.062         4.9       0.401       2.375       0.488       23.35       10.58      0.3288          -1         -99         -99       3.362         -99           1
14304      189.0669098   62.1854858      1.73         176       5.206       91.34       10.35      0.6558      0.3202       1.333      0.7265         2.2       1.624         -99       1e+10         -99       1e+10         -99       1e+10        22.2         2.6       17.63       0.042       25.64       0.065       34.25       0.421        58.1       0.495       21.73       10.99      0.1127          -1         -99         -99       11.47         -99           1
14305      189.0887451   62.1860390      1.46       259.4       10.32       205.1       7.743       5.094      0.4658       9.887      0.9833        13.3       1.926       4.647       3.434         -99       1e+10         -99       1e+10          51         7.3       121.3       0.063       93.63       0.077       71.04       0.417       59.11       0.501       21.01       11.12      0.6318       1.016           1          72      0.8238        7393           1
14310      189.2618408   62.1861877      0.55       112.9       7.194       113.9       8.095       1.649      0.3888       5.343      0.7081       4.913       1.309         -99       1e+10         -99       1e+10         -99       1e+10       12.95       2.437       38.67       0.041       27.57       0.055        25.7       0.322       24.93       0.382       19.88        10.3     0.08724      0.5594           1          21     0.06577   2.303e+04           1
14315      189.3996124   62.1858902      3.03       103.9       8.189         -99       1e+10        1.11      0.4669       1.369       1.111       6.083       2.145       7.003       2.661       7.874       7.528       2.087      0.6064       8.972       2.574       7.359       0.064       9.306        0.14       11.63       0.708       10.16       0.969        22.7       11.28      0.1061          -1         -99         -99       11.24         -99           0
14323      189.1000214   62.1860466      0.75       78.69       7.675       71.29       6.459       1.366       0.404       1.472      0.8108       4.466       1.198         -99       1e+10         -99       1e+10         -99       1e+10       13.54       2.499       18.45       0.042       13.21       0.063       14.38       0.412       11.94       0.498       20.91       10.05      0.1503      0.7654           1          21      0.1405        8297           1
14328      188.9175873   62.1856155      1.01       31.28       10.27         -99       1e+10      0.4306      0.3238       1.239      0.6505         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       6.608       2.855       11.61       0.056       9.453       0.121       8.183       0.685       6.359       0.921       21.47       10.14      0.0824          -1         -99         -99       23.25         -99           0
14342      189.1797485   62.1857071      0.26       24.97       6.502       27.51       6.212      0.8917      0.3278       1.555      0.5813         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        22.1         5.2       11.17       0.039       13.44       0.063       16.13       0.407       18.84        0.48       21.61       10.99      0.1544       0.299           1          10      0.2654    1.52e+04           1
14346      189.2219849   62.1851158      2.25       28.48       4.815       0.257       6.104    -0.03261      0.3537     0.01973      0.9416         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        2.83       2.382       3.444       0.035       3.498        0.06       3.392        0.37       2.646       0.458       23.06       10.28      0.0945          -1         -99         -99       9.125         -99           1
14349      189.3784943   62.1856079      0.59        24.5       6.401       62.12       39.18       0.637      0.3203     0.01973      0.7984         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.538       2.569       10.88       0.042       7.405       0.074       5.729       0.456       4.766       0.563       20.74       10.05     0.02908          -1         -99         -99       9.511         -99           1
14350      189.3932953   62.1855278      1.07       37.72        5.23         -99       1e+10    -0.03261      0.5149       2.591       1.076         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       6.027       2.581       9.987       0.053       8.656       0.115       5.863       0.595        5.95       0.827        21.7       9.998      0.2732          -1         -99         -99       15.81         -99           0
14352      188.8835297   62.1851387      1.18       78.69       15.49         -99       1e+10      0.4393      0.5485     0.01973       1.033         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.322       2.909        16.6       0.216         -99         -99         -99         -99         -99         -99       20.61        10.2       0.319          -1         -99         -99       15.61         -99           0
14366      188.8758850   62.1850548      1.21      -0.553       1e+13         -99       1e+10      0.6188      0.5345       1.735       0.989       8.028        2.25         -99       1e+10         -99       1e+10         -99       1e+10       11.35       3.034         -99         -99         -99         -99         -99         -99         -99         -99       21.39       10.57      0.2059          -1         -99         -99       22.56         -99           0
14367      188.8921051   62.1851692      1.72        12.6       10.24         -99       1e+10      0.2291      0.4422     0.01973       1.022         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.461       2.874       9.275       0.129       9.919       0.376       16.05       2.207       9.396       2.801       22.05       10.72     0.08569          -1         -99         -99       18.57         -99           0
14369      189.1330872   62.1854706      2.25       45.89       5.313       1.352       12.12      0.3672      0.4995      0.3813       1.719       4.979       2.205       4.137       3.212         -99       1e+10         -99       1e+10       4.493       2.468        13.7       0.039       11.69       0.063        11.9       0.402        9.67       0.492          22       10.52      0.2326          -1         -99         -99       3.265         -99           1
14371      189.1922150   62.1855011      0.91       27.43       5.421       21.71       9.253    -0.03261      0.4649     0.01973      0.8526         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     0.05875         2.6       8.709       0.039       6.332       0.062       4.071       0.402        3.06       0.477       22.27       10.13      0.1454          -1         -99         -99       6.203         -99           1
14391      189.3609467   62.1853409       2.3       24.27       5.742        18.6       8.479      0.3492       0.363      0.7215      0.6679         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.5228        2.57       3.658       0.034       3.813       0.059       4.255       0.375       4.069        0.44        22.9       10.23      0.1231          -1         -99         -99       3.118         -99           1
14396      188.9479523   62.1848984      3.06       3.382       5.593         -99       1e+10         -99       1e+10       1.815      0.8555   3.209e-07        2.75       2.775       3.709         -99       1e+10       1.024      0.6609       7.604       2.737       0.761       0.043       0.822       0.075       0.558       0.504       0.181       0.617       23.51       10.06     0.05816          -1         -99         -99       7.868         -99           0
14398      189.0925903   62.1851273      0.29       26.92       4.609       37.53       6.832      0.7505      0.3636      0.7479      0.8598         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.022       2.524       16.18       0.041       13.49       0.063       7.683        0.41       17.16       0.503       20.18       9.658     0.02747      0.2755           1          21     0.02747        7709           1
14403      188.9600677   62.1847115      0.99       48.08       5.944         -99       1e+10      0.3746      0.3116       1.112      0.6378         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       8.773       2.698       5.678       0.042       4.068       0.071       2.145       0.467       2.575       0.574       22.12       9.858     0.06866       1.087          -1          81     0.07329         932           0
14409      189.1353607   62.1848259      0.51       61.81       5.551       37.53       9.621      0.5837      0.3813      0.8108      0.9366         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        34.6         4.6       119.8       0.062       86.31       0.075       67.76        0.41       43.47       0.491       18.08       11.18     0.08569      0.5183           1          25     0.02563   1.116e+04           1
14412      189.1565857   62.1849403      1.71       49.44       9.229       5.216       7.997      0.1623      0.3698     0.01973      0.8496         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.839       2.419       16.75       0.041       18.31       0.064       13.64       0.405       10.13        0.49       21.21       11.08     0.05307          -1         -99         -99        8.49         -99           1
14417      189.3346100   62.1842422       2.5       105.8       4.927       12.95       9.214      0.2791       0.373     0.08313      0.8715        5.82       1.548         3.5       2.786       7.489       4.587      0.9105      0.4419       19.45       2.573       3.996       0.032       5.356       0.051       8.437       0.329       8.215       0.375       22.88       10.42      0.1163          -1         -99         -99       3.164         -99           1
14427      189.0701447   62.1845894      2.17       59.56       4.343       0.257       10.94      0.4615      0.3268     0.01973      0.9252       0.239       2.043         -99       1e+10         -99       1e+10         -99       1e+10       1.781       2.468       3.205       0.038       4.341       0.061       6.216       0.416       5.294       0.493       23.24       10.73      0.1341          -1         -99         -99       5.581         -99           1
14431      189.2608490   62.1846199      2.11       18.81       7.954       0.257       8.293        0.54      0.3385      0.9534      0.8542         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       6.752        2.48       5.257       0.031       4.683       0.052       3.553       0.321       2.937       0.386       23.11       9.138      0.4117          -1          -1          81      0.5706   2.294e+04           1
14435      189.4236755   62.1849022      1.18       128.6        12.2         -99       1e+10      0.8027      0.5243       1.613       1.219       11.41       2.182       13.83       2.532         -99       1e+10         -99       1e+10       3.963       2.614         -99         -99         -99         -99       15.45       2.394         -99         -99        22.7       10.01      0.4888          -1         -99         -99       24.14         -99           0
14458      188.9939117   62.1840477      0.72       128.6       6.553       104.8       8.739       1.681      0.3389       5.442      0.6419       6.989       1.282         -99       1e+10         -99       1e+10         -99       1e+10       11.66       2.629       72.57       0.055       47.56       0.072          45       0.444       30.02        0.52       19.14       10.89      0.2198      0.6378           1          21      0.2198        1795           1
14459      189.0957642   62.1841278      1.58       26.42       7.447       14.69       5.387      0.3746      0.3861      0.3435       0.727         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     -0.2864       2.462       5.193       0.039       5.649       0.062       3.812        0.41       3.699       0.495       22.56       10.17     0.04852          -1         -99         -99       6.447         -99           1
14491      189.2005920   62.1839218      0.56       55.28       5.405       43.06       8.837      0.5295      0.3035       1.043      0.6105         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10        3.97       2.624       14.81       0.041       10.62       0.064       10.79       0.403       8.241        0.48       20.98       9.828      0.1231      0.6494           1          21     0.09704   1.703e+04           1
14494      189.2647400   62.1838684      0.51       37.72        6.21       17.14       7.793       1.019      0.3115      0.4465      0.7082         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       3.711       2.456       26.78       0.037       19.38       0.054       16.05       0.322       13.36       0.385       20.17       10.28      0.1061      0.5178           1          21      0.1061   2.326e+04           1
14501      189.1595612   62.1837158      1.87       60.67       7.268       7.626       6.057      0.4896      0.3777       2.945      0.6538       1.813       1.525         -99       1e+10         -99       1e+10         -99       1e+10       1.865       2.436       4.755       0.038       5.771       0.062       5.977       0.408       4.646       0.492       22.87        10.6     0.02908          -1         -99         -99       8.602         -99           1
14502      189.1917267   62.1836510      0.91        29.3       4.734       9.972       8.004      0.3188      0.3361     0.01973      0.7516         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.2346       2.627       49.33       0.049       34.79       0.066       24.96       0.408       17.23       0.473       20.08       11.07     0.06577      0.9358           1          25      0.4183   1.621e+04           1
14513      188.9372101   62.1832466      0.95       64.15       6.509         -99       1e+10      0.2267       0.297       1.783      0.6328         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       6.364       2.773       9.004       0.048       6.034        0.09        7.15        0.56       4.549        0.72       21.52        9.98      0.1405      0.8411           2          21     0.08629         455           0
14515      189.0886688   62.1835365      0.62        17.6        3.68       11.72       5.535      0.4436      0.3594         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       6.167       2.535       6.665       0.038       4.573       0.062       3.818       0.409       3.105       0.507       21.82       9.638     0.02563      0.6334           1          21     0.02908        7405           1
14520      189.2085876   62.1837273      0.93       18.99       4.474       0.257       11.04    -0.01384      0.5964       0.365      0.6654         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.531       2.452        5.58       0.038       3.869       0.062       3.023       0.398       1.839       0.474       22.34       9.898     0.08724          -1         -99         -99       2.808         -99           1
14521      189.2081299   62.1829720      0.66       15.55       4.618       26.05       11.08      0.2105      0.5019         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1.516        2.45       9.474       0.039       6.479       0.062       6.162       0.399       4.021       0.476       21.66       9.578     0.03757      0.6831           1          21     0.05816    1.77e+04           1
14537      189.2886047   62.1834030      1.59       39.53       5.093       39.29       6.532      0.4436      0.3366     0.01973      0.8145         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.4751       2.461       6.576        0.03       6.804       0.049       4.593       0.308       5.623       0.358       22.27       10.39      0.0945          -1         -99         -99       5.729         -99           1
14539      189.3216095   62.1834717      2.05       23.82       6.562       8.564       8.402      0.3938      0.4279     0.01973      0.8383      0.2847        1.41         -99       1e+10         -99       1e+10         -99       1e+10       5.062       2.513        4.26        0.03       5.393       0.049       6.775       0.318       5.699       0.363       23.47       10.66     0.05816          -1         -99         -99       4.136         -99           1
14540      188.8813477   62.1828690       1.2       87.95       17.21         -99       1e+10      0.6882       0.526       2.788       1.041       7.775       2.074         -99       1e+10         -99       1e+10         -99       1e+10        1.57       2.958         -99         -99         -99         -99         -99         -99         -99         -99       21.37       10.46      0.5648          -1         -99         -99       24.46         -99           0
14557      189.0045776   62.1828575      0.78       186.1       6.084       170.6       7.994       3.482      0.4322       8.855       1.032       6.333       2.145   2.905e-07       4.603         -99       1e+10         -99       1e+10        32.7           6       51.89       0.051       38.38        0.07       41.67        0.44       38.63       0.511        19.7       10.52      0.0412          -1          -1          81           0        2222           1
14558      189.0111542   62.1825371      1.74       91.27       6.407       0.257       10.73    -0.03261      0.3234     0.01973      0.6396         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.053        2.64        8.46        0.04       8.954       0.064         7.8       0.431       6.137       0.508       22.19       10.59     0.02908          -1          -1          81     0.09613        2501           1
14562      189.1282959   62.1830254      0.28       110.9        5.51       77.42       8.313       1.697      0.3818       2.738      0.6426         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       8.668       2.523       24.65       0.042       23.11       0.068       14.25       0.405       55.38       0.506       19.68       9.628     0.03757       0.295           1          10     0.02908   1.058e+04           1
14565      189.2169189   62.1830978      0.93       26.67       3.899       22.72       6.872    -0.03261      0.3188         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       2.575       2.448       6.626       0.038        4.57       0.062        3.52       0.388       2.297       0.472       22.02       9.918      0.0769       0.954          -1          81     0.07812   1.862e+04           1
14566      189.2230835   62.1831131      2.16       88.76       4.439       12.15       6.526        1.11       0.368      0.4625      0.7875       3.391       1.741       13.53       2.771         -99       1e+10         -99       1e+10       7.185       2.417       6.874       0.039       8.142       0.063       9.438       0.377        6.78       0.467       22.77       10.93     0.08629          -1         -99         -99       7.257         -99           1
14571      188.9487000   62.1827316      0.66       664.6       9.684         -99       1e+10       20.19       1.084       28.48       1.583       25.13       6.721       9.158       3.732       0.745       3.169         -99       1e+10        83.7         5.6       78.01        0.06       75.35       0.089       69.83       0.522       174.5       0.632       18.93       10.93     0.03757          -1          -1          81     0.05816         690           0
14572      188.9676666   62.1821823      1.28       56.32       7.287        57.2       14.83      0.5894      0.2698       2.498      0.5456         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       6.612       2.658       15.56       0.044       14.07        0.07       10.67        0.46       10.29       0.558       21.12       10.57      0.1819       1.277           1          21      0.1944        1088           0
14575      189.2113953   62.1829681      0.45       57.38       4.796       47.62       8.454      0.8027      0.4085     0.01973      0.7523         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       5.834       2.462       15.74       0.041       12.98       0.063       9.701       0.397       14.96       0.476       20.59       9.658     0.05493      0.4745           1          21     0.02747   1.803e+04           1
14581      189.3552856   62.1820564      1.67       42.59       6.855       4.125        7.89      0.3822      0.3544     0.01973      0.6101         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       9.783       2.582       9.067       0.035       9.824        0.06       8.222       0.382       8.041       0.443       21.94       9.728       0.245          -1         -99         -99       12.93         -99           1
14582      189.4007874   62.1828194      0.95       342.2       9.603         -99       1e+10        7.11      0.6385       14.15       1.483       16.68       3.363       2.932        5.84       4.615       19.93         -99       1e+10        49.2         3.2       50.69       0.086       45.58       0.186       31.49       0.897       43.63        1.21       20.15        10.9      0.2654       1.142           1          72      0.2123          -1           0
14583      189.4052429   62.1828461      1.87       31.58       9.134         -99       1e+10    -0.03261      0.5158     0.01973       1.203         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10      0.2867       2.611       3.843       0.097       4.138       0.295       4.029       1.051        4.43       1.591       23.22       10.09     0.08166          -1         -99         -99       7.666         -99           0
14588      188.9516449   62.1824875       0.3       123.9       7.321         -99       1e+10        3.58      0.5001       4.367       1.235       2.694       1.957         -99       1e+10         -99       1e+10         -99       1e+10       12.39       2.756       31.33        0.05       30.19        0.08       22.68       0.507       77.15       0.619       19.45       10.05     0.06866         0.3          -1          81     0.06062         755           0
14589      188.9613953   62.1825676      0.68       22.94       5.778       32.72       31.23    -0.03261      0.3488         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10     -0.3277       2.706       4.801       0.042       3.048       0.072       2.126       0.476       2.845       0.586       22.17       9.618     0.07514      0.6944           2          23     0.06062         958           0
14599      189.2826080   62.1827202      1.45       133.4       21.86       52.67       8.124       2.683      0.6386     0.01973       2.145        10.5        2.55       6.656       6.228         -99       1e+10         -99       1e+10        22.8         5.2       16.94       0.033       19.16       0.052       16.29       0.313       33.43       0.369       21.43       10.46     0.07514       1.489           1          34     0.06577   2.477e+04           1
14605      188.9809418   62.1824265       0.6       92.12       19.09       82.56       10.19       2.124      0.3369       5.343      0.6689       7.631       1.284         -99       1e+10         -99       1e+10         -99       1e+10       10.31       2.656        28.6       0.046       21.15       0.068       21.31        0.45       17.78       0.532       20.42       10.19     0.05493       0.638           2          72     0.06866        1395           0
14610      189.3361511   62.1825829      0.92       75.82       4.948       50.77       8.329      0.8665      0.4003       2.945      0.7439         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       1.487       2.505       15.82       0.036        11.3       0.053       9.719       0.337       8.382       0.386       21.11       10.33     0.09451      0.9784           1          21      0.1025   2.933e+04           1
14614      189.0687866   62.1822929      1.15       147.7       4.913       155.7        10.1       1.574      0.3348       4.095      0.6763       8.526        1.52         -99       1e+10         -99       1e+10         -99       1e+10       12.29       2.521       32.84       0.045       27.63       0.065       18.88       0.418       19.32       0.488        20.5        10.8     0.05493        1.14          -1          81     0.04852        5896           1
14618      189.3229523   62.1824837      0.28        41.8       6.428       50.77       9.771       0.601      0.3734       1.321      0.8882         -99       1e+10         -99       1e+10         -99       1e+10         -99       1e+10       4.275        2.53       7.376       0.031       6.495        0.05       3.839        0.32       16.03       0.367       21.03       9.458      0.1394      0.2757           1          21      0.1394   2.824e+04           1
14620      189.3455353   62.1823425      1.97       127.4       5.751       37.53       7.757       1.131      0.3832       1.034      0.7631       3.151       1.958       4.098       2.038       4.922       4.173         -99       1e+10        11.9       2.562       6.623       0.033       7.714       0.055       8.973       0.353       7.217       0.407       22.57       10.72      0.1289          -1         -99         -99       11.27         -99           1
14622      189.3981171   62.1822929      1.06       371.8       7.104         -99       1e+10       4.774      0.6705       11.99       1.345       25.83       2.939       23.08       5.293       6.549       13.43      0.4249      0.6563        26.9         4.7       81.76       0.084       70.56       0.166       52.52       0.858       56.93       1.099       19.44       11.19      0.1231          -1         -99         -99       4.683         -99           0
14630      189.2290344   62.1823196      2.25       217.7       4.969       34.57       6.528       1.589      0.3471       5.911      0.7894       10.12        1.28       2.248       2.284        4.16       3.078    -0.06307      0.5398        21.1         2.4       11.09       0.039       13.27       0.061       17.36       0.371       15.95       0.457       21.95       9.618     0.07329          -1          -1          81     0.06866    1.98e+04           1
14632      189.2847290   62.1822205      0.39       617.4        25.8       440.2       12.58       15.59       1.041       22.01       1.775       7.352       3.066       3.461       6.917         -99       1e+10         -99       1e+10        63.1         4.7       62.05       0.046       65.26       0.061       52.65       0.317       180.4       0.376       19.11       10.18      0.1163      0.4225           1          21      0.1234   2.494e+04           1
14637      189.3866119   62.1821213      1.19       156.1       7.365         -99       1e+10       1.341      0.4298       3.703      0.8985       7.762       1.789       6.574       1.928         -99       1e+10         -99       1e+10       11.06       2.594       24.52       0.056       22.69       0.101       19.32       0.595       23.94       0.754       20.81       10.91      0.1062       1.219          -1          81      0.1035   3.333e+04           0
