# id     ra            dec          z        ez        z_sp     z_op    fK         dfK        fch1       dfch1     fch2       dfch2     fch3       dfch3      fch4       dfch4      f24       df24       f16         df16       f100       df100      f160       df160       f250       df250    f350       df350    f500       df500    f850        df850    f1160      df1160   f20cm       df20cm     SNR     Mstar           SFR       eSFR      sSFR      goodArea   Type_AGN   Type_SED   Type_FIR  
  3289   189.3438416   62.3105965   1.737    0.2065    -1.0     1.7     0.03436    0.003436   0.05489    5.1E-5    0.06237    7.8E-5    0.04994    4.25E-4    0.04438    4.8E-4     0.2445    0.007224   0.1602      0.00881    3.451      0.3341     7.347      0.6213      12.47      0.9664   15.87      1.962    6.183      2.52     1.538       0.9192   0.918      0.6174   0.0301      0.0073     22.12   3.40400013E11   146.1     40.59     0.4292    1          0          -1         1         
  3296   189.1867828   62.3105125   1.684    -1.0      1.684    1.59    0.01271    0.001271   0.01956    4.2E-5    0.02248    5.9E-5    0.01966    3.75E-4    0.0176     4.1E-4     0.2107    0.006914   0.0609      0.007414   1.747      0.3227     3.199      0.59        6.136      1.436    6.786      2.925    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0296      0.0076     9.075   4.6980002E10    53.37     6.447     1.136     1          0          -1         1         
  3393   189.444809    62.3092117   2.34     0.301     -1.0     2.34    0.002582   2.582E-4   0.006545   3.9E-5    0.008295   7.6E-5    0.01161    4.22E-4    0.009439   4.81E-4    0.1012    0.005511   0.02512     0.008265   0.8891     0.344      1.289      0.6503      3.24       0.8174   3.459      1.404    -99.0      1.0E10   1.965       0.9008   -99.0      1.0E10   0.006602    0.002739   6.095   3.7319999E10    91.46     34.7      2.451     1          0          0          1         
  3403   189.1689758   62.3091431   1.146    -1.0      1.146    1.14    0.05058    0.005058   0.06274    4.8E-5    0.05373    6.3E-5    0.03855    3.62E-4    0.03114    3.94E-4    0.09209   0.006407   0.08707     0.01002    1.733      0.4344     7.017      1.087       12.3       2.955    6.895      1.646    5.641      4.369    1.0E-99     1.0E10   -99.0      1.0E10   0.3247      0.0075     9.702   7.9789998E10    37.14     3.828     0.4655    1          1          -1         1         
  3417   189.2471466   62.3089905   2.199    0.0       -1.0     2.17    0.005346   5.346E-4   0.008608   3.8E-5    0.01031    6.5E-5    0.01464    4.02E-4    0.02336    4.55E-4    0.2774    0.0103     0.1276      0.006747   3.726      0.3372     5.168      0.598       3.048      0.9795   3.44       1.502    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   4.601       0.078      14.55   7.2770003E10    80.77     16.33     1.11      1          1          -1         1         
  3455   189.4333191   62.3083382   2.61     0.2385    -1.0     2.53    0.002938   2.938E-4   0.006928   3.8E-5    0.00903    6.7E-5    0.01137    4.12E-4    0.01031    4.76E-4    0.1445    0.005857   0.02516     0.008511   0.5247     0.2949     4.743      0.6266      5.115      0.8947   3.818      1.368    -99.0      1.0E10   3.333       0.6639   1.274      0.7702   0.01291     0.00269    11.35   6.6369999E10    188.3     54.13     2.837     1          0          0          1         
  3484   189.1718597   62.3079376   0.8471   -1.0      0.8471   0.92    0.0278     0.00278    0.02586    4.0E-5    0.01754    5.5E-5    0.01655    3.52E-4    0.01173    3.88E-4    0.1357    0.005337   0.09454     0.0109     1.531      0.3442     4.059      1.048       -0.05257   3.019    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.00607     0.002631   5.898   1.592E10        7.693     2.358     0.4832    1          0          -1         1         
  3526   189.3605804   62.3073006   0.4381   -1.0      0.4381   0.31    0.05861    0.005861   0.03591    4.5E-5    0.02996    7.2E-5    0.02173    4.14E-4    0.036      4.71E-4    0.08675   0.003449   0.09965     0.006253   1.331      0.3388     4.621      0.6032      3.363      0.8887   0.1013     1.241    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.00566     0.002716   9.404   2.00399995E10   1.954     0.2078    0.09749   1          0          -1         1         
  3532   189.3077393   62.3073006   3.988    0.301     -1.0     4.15    6.31E-4    6.31E-5    0.003637   3.7E-5    0.006163   6.8E-5    0.009474   4.11E-4    0.01695    4.74E-4    0.06555   0.005091   0.03812     0.007804   1.111      0.3055     3.776      0.5441      10.08      1.199    11.14      1.335    9.501      1.972    5.274       0.8597   3.071      0.6792   0.6235      0.0194     16.82   2.89699987E11   694.4     179.3     2.397     1          1          -1         1         
  3560   189.2727509   62.3069458   1.018    -1.0      1.018    1.24    0.007178   7.178E-4   0.01778    4.1E-5    0.01496    6.8E-5    0.01174    3.96E-4    0.01063    4.67E-4    0.07469   0.004238   0.06433     0.008118   1.307      0.2998     2.362      0.6007      1.983      0.8757   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.005059    0.00257    6.293   1.70599997E10   9.892     1.572     0.5799    1          0          -1         1         
  3572   189.3201294   62.3067284   0.8391   -1.0      0.8391   0.83    0.02831    0.002831   0.04381    4.8E-5    0.03151    7.2E-5    0.03671    4.21E-4    0.03201    4.82E-4    0.4229    0.01392    0.3915      0.01771    8.501      0.3482     15.19      1.053       13.62      2.383    7.269      3.611    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0394      0.0031     28.99   1.55599995E10   37.11     1.28      2.385     1          0          1          1         
  3627   189.1776886   62.305748    1.14     -1.0      1.14     1.26    0.03404    0.003404   0.0537     4.7E-5    0.04711    6.0E-5    0.03241    3.51E-4    0.03217    3.85E-4    0.1802    0.005913   0.2001      0.007288   2.001      0.3539     4.836      0.6551      10.16      1.474    6.251      1.77     9.594      3.294    1.0E-99     1.0E10   -99.0      1.0E10   0.01616     0.00258    12.45   1.12699998E11   32.18     2.585     0.2855    1          0          -1         1         
  3658   189.5130463   62.3050613   0.8      -1.0      0.8      0.82    0.05495    0.005495   0.04764    6.6E-5    0.03302    1.07E-4   0.0333     7.74E-4    0.02306    7.57E-4    0.2212    0.007722   -99.0       1.0E10     2.529      0.3928     7.036      0.6683      8.854      1.821    6.471      3.219    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01088     0.002951   13.42   3.17699994E10   15.95     1.189     0.5021    1          0          -1         1         
  3668   189.546402    62.3050995   0.9371   0.1499    -1.0     0.92    0.08166    0.008166   -99.0      1.0E10    -99.0      1.0E10    -99.0      1.0E10     0.04408    0.001743   0.4269    0.01541    -99.0       1.0E10     8.814      0.5204     21.91      0.9922      25.36      3.253    20.3       3.626    3.106E-7   7.646    8.675E-41   1.0E10   2.13E-10   1.391    0.02672     0.003082   29.44   8.5500002E10    81.59     31.37     0.9543    0          0          0          1         
  3679   189.1249237   62.3049355   0.5032   -1.0      0.5032   0.54    0.03342    0.003342   0.02308    4.0E-5    0.02066    6.2E-5    0.01726    3.87E-4    0.03508    4.42E-4    0.1514    0.005797   0.1006      0.008481   4.301      0.3583     4.883      0.9005      3.458      1.548    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0189      0.0029     13.36   4.6770002E9     4.746     0.3552    1.015     1          0          0          1         
  3712   189.1882019   62.3044624   1.45     -1.0      1.45     1.49    0.004325   4.325E-4   0.009949   3.5E-5    0.01242    5.5E-5    0.01099    3.53E-4    0.01172    3.9E-4     0.06056   0.002733   0.07721     0.007681   0.5816     0.3124     2.88       0.6039      3.137      1.104    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01265     0.002584   5.855   1.48600003E10   27.85     4.757     1.874     1          0          -1         1         
  3718   189.52034     62.3041801   1.139    0.05      -1.0     1.01    0.02421    0.002421   0.03484    7.1E-5    0.02737    1.16E-4   0.02511    8.65E-4    0.01998    8.22E-4    0.2309    0.009323   -99.0       1.0E10     3.975      0.4364     7.009      1.382       12.2       1.816    11.99      3.125    9.811      2.861    8.675E-41   1.0E10   1.281      0.9342   0.01808     0.002971   13.5    5.5199998E10    54.27     7.628     0.9831    1          0          -1         1         
  3742   189.256958    62.3039932   0.4375   -1.0      0.4375   0.39    0.05702    0.005702   0.04064    4.7E-5    0.03692    7.0E-5    0.02942    4.06E-4    0.069      4.58E-4    0.2156    0.008018   0.1777      0.008915   5.376      0.3293     8.775      0.8842      9.093      1.704    2.304      1.491    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01519     0.004653   19.9    7.9789998E9     5.11      0.3982    0.6404    1          0          -1         1         
  3758   189.2045746   62.3039017   2.32     -1.0      2.32     2.24    0.00929    9.29E-4    0.01811    3.9E-5    0.02202    5.9E-5    0.02821    3.74E-4    0.02042    4.15E-4    0.2362    0.007048   0.01123     0.007024   1.902      0.3408     4.607      0.6778      7.63       1.611    5.618      1.227    6.319      3.025    3.149       0.8421   0.8553     0.7115   0.0195      0.0029     11.85   1.153E11        153.3     26.96     1.329     1          0          -1         1         
  3792   189.3934021   62.3033295   2.243    -1.0      2.243    2.39    0.009908   9.908E-4   0.01183    4.0E-5    0.01289    6.7E-5    0.01471    4.03E-4    0.01297    4.59E-4    0.1243    0.008239   0.04232     0.00752    1.41       0.3232     1.281      0.6633      2.476      1.415    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0173      0.0029     5.082   9.8160001E10    83.09     16.7      0.8464    1          0          -1         1         
  3813   189.4191284   62.3028641   1.031    -1.0      1.031    1.02    0.01148    0.001148   0.01993    4.1E-5    0.01572    6.9E-5    0.01356    4.11E-4    0.01631    4.73E-4    0.1871    0.006584   0.1892      0.006593   3.909      0.3361     5.795      0.5672      1.864      1.085    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0342      0.0071     15.58   1.52E10         24.69     1.585     1.624     1          0          0          1         
  3821   189.0778503   62.3029137   2.12     0.281     -1.0     2.12    0.0118     0.00118    0.01458    7.5E-5    0.01825    1.34E-4   0.02096    8.5E-4     0.01556    9.45E-4    0.2863    0.01431    -99.0       1.0E10     2.038      0.4458     6.353      0.8372      10.38      1.498    8.63       1.927    7.882      3.434    2.71        1.144    2.13E-10   0.7054   0.01564     0.00261    12.55   1.45200005E11   191.6     68.72     1.32      0          0          0          1         
  3827   189.5537872   62.3028259   3.651    0.85      -1.0     -99.0   -99.0      1.0E10     -99.0      1.0E10    -99.0      1.0E10    -99.0      1.0E10     0.01176    0.002084   0.09607   0.009119   -99.0       1.0E10     1.94       0.5115     3.096      0.9379      6.532      3.045    17.85      5.578    27.71      7.591    8.675E-41   1.0E10   0.7979     1.28     0.009946    0.003193   7.337   0.0             644.3     381.9     -99.0     0          0          0          1         
  3836   189.3529205   62.3027306   2.33     -1.0      2.33     2.39    0.002729   2.729E-4   0.003551   3.7E-5    0.003825   7.3E-5    0.004932   4.08E-4    0.004863   4.7E-4     0.04172   0.003493   0.004153    0.006584   1.393      0.3301     2.485      0.6415      -0.2424    0.9337   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0182      0.003      5.729   2.96499999E10   55.13     11.17     1.86      1          1          -1         1         
  3870   189.2200928   62.302124    0.253    -1.0      0.253    0.39    0.3162     0.03162    0.1486     6.8E-5    0.1505     8.5E-5    0.1172     4.06E-4    0.6279     4.71E-4    0.7119    0.02267    0.8552      0.02225    33.95      0.5151     52.8       2.322       37.22      2.487    8.624      1.517    1.514      3.355    1.0E-99     1.0E10   -99.0      1.0E10   0.1536      0.007      71.53   1.86999992E10   9.13      0.4371    0.4881    1          0          0          1         
  3883   189.5144196   62.3017426   0.74     -1.0      0.74     0.76    0.05395    0.005395   0.0469     6.2E-5    0.03096    1.01E-4   0.0336     6.94E-4    0.02307    6.88E-4    0.1831    0.008414   -99.0       1.0E10     2.26       0.3956     6.094      0.7684      6.816      2.072    3.537      3.242    -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.008038    0.002964   10.37   2.52300001E10   11.24     1.084     0.4455    1          0          -1         1         
  3887   189.0851593   62.3018074   0.785    -1.0      0.785    0.7     0.01888    0.001888   0.01935    5.5E-5    0.01306    9.6E-5    0.01335    6.06E-4    0.01155    7.33E-4    0.1408    0.00584    0.1761      0.0159     2.678      0.4321     3.584      0.7868      4.108      3.201    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.01181     0.002636   7.798   7.6199997E9     9.989     1.281     1.311     0          0          -1         1         
  3888   189.1279449   62.3019485   1.023    -1.0      1.023    1.01    0.01355    0.001355   0.01685    3.6E-5    0.0126     5.7E-5    0.009161   3.57E-4    0.009917   4.07E-4    0.09546   0.003523   0.07933     0.007272   0.8101     0.3406     3.995      0.7489      3.38       2.153    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.0101      0.00262    6.048   1.23599995E10   13.64     2.255     1.104     1          0          -1         1         
  3914   189.3979797   62.3014412   0.84     -1.0      0.84     0.86    0.09908    0.009908   0.1062     6.0E-5    0.07257    7.7E-5    0.0685     4.09E-4    0.04923    4.64E-4    0.4335    0.01427    0.344       0.01099    5.708      0.3587     14.9       1.032       17.39      1.23     9.514      0.9179   2.115      2.762    1.0E-99     1.0E10   -99.0      1.0E10   0.0167      0.0028     27.73   1.52000004E11   38.21     1.378     0.2513    1          0          -1         1         
  3981   189.0904999   62.300518    0.271    -1.0      0.271    0.22    0.1247     0.01247    0.04543    5.5E-5    0.03929    8.4E-5    0.0246     5.01E-4    0.07112    5.97E-4    0.1331    0.004665   0.08707     0.009789   2.694      0.3368     4.256      0.9704      5.512      3.803    -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.003737    0.002594   9.236   1.07599995E10   0.8       0.08662   0.07433   0          0          -1         1         
  3991   189.4268341   62.3003883   0.2778   -1.0      0.2778   0.25    0.01754    0.001754   0.01274    3.9E-5    0.01259    6.8E-5    0.01059    4.09E-4    0.02674    4.79E-4    0.1081    0.004525   0.03905     0.008547   2.232      0.3153     1.308      0.6216      -99.0      1.0E10   -99.0      1.0E10   -99.0      1.0E10   1.0E-99     1.0E10   -99.0      1.0E10   0.007069    0.002809   7.386   7.244E8         0.5821    0.07881   0.8036    1          0          -1         1         
